Churn_Status,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Total_Trans_Amt_Original,Total_Trans_Amt_Capped,Total_Amt_Chng_Original,Total_Amt_Chng_Capped,Credit_Limit_Original,Credit_Limit_Capped
0,49,F,3,Graduate,Single,Less than $40K,Blue,36,2,2,0,2802.0,2363,439.0,0.75,1295.0,40,0.6,0.843,1295.0,1295.0,0.75,0.75,2802.0,2802.0
0,56,M,2,Uneducated,Married,$40K - $60K,Blue,50,4,2,3,4458.0,1880,2578.0,1.107,1424.0,29,1.172,0.422,1424.0,1424.0,1.107,1.107,4458.0,4458.0
0,44,F,5,Graduate,Married,Unknown,Blue,35,4,1,2,6273.0,978,5295.0,1.201,1359.0,25,1.083,0.156,1359.0,1359.0,1.201,1.201,6273.0,6273.0
0,42,M,2,High School,Single,$60K - $80K,Blue,34,4,4,3,3336.0,1753,1583.0,0.69,1168.0,27,1.172,0.525,1168.0,1168.0,0.69,0.69,3336.0,3336.0
0,55,M,3,Unknown,Married,$80K - $120K,Blue,47,4,2,3,3436.0,2016,1420.0,0.901,1097.0,33,0.833,0.587,1097.0,1097.0,0.901,0.901,3436.0,3436.0
1,48,M,2,Graduate,Married,$60K - $80K,Silver,35,2,4,4,23836.25,0,22660.75,0.763,691.0,15,0.5,0.0,691.0,691.0,0.763,0.763,23836.25,23836.25
0,39,M,1,High School,Divorced,$60K - $80K,Blue,33,5,3,3,5926.0,1251,4675.0,0.944,1316.0,28,1.154,0.211,1316.0,1316.0,0.944,0.944,5926.0,5926.0
0,44,M,4,Post-Graduate,Single,$120K +,Blue,32,2,4,2,23836.25,2102,21855.0,0.997,1276.0,26,0.733,0.088,1276.0,1276.0,0.997,0.997,23836.25,23836.25
0,53,M,2,High School,Single,$120K +,Blue,44,4,2,2,14734.0,1634,13100.0,0.989,1289.0,23,0.917,0.111,1289.0,1289.0,0.989,0.989,14734.0,14734.0
0,51,M,4,Uneducated,Single,$80K - $120K,Silver,38,4,1,4,23836.25,1515,22660.75,0.592,1293.0,32,0.6,0.044,1293.0,1293.0,0.592,0.592,23836.25,23836.25
0,57,M,2,College,Married,$60K - $80K,Blue,52,5,3,3,6584.0,1817,4767.0,0.62,1353.0,35,0.667,0.276,1353.0,1353.0,0.62,0.62,6584.0,6584.0
0,44,F,2,Uneducated,Single,Less than $40K,Blue,20,6,3,3,2084.0,1468,616.0,1.004,1132.0,28,0.556,0.704,1132.0,1132.0,1.004,1.004,2084.0,2084.0
0,49,M,2,Graduate,Married,$60K - $80K,Blue,32,2,2,2,1687.0,1107,580.0,1.201,1670.0,17,1.172,0.656,1670.0,1670.0,1.201,1.201,1687.0,1687.0
0,50,M,2,Doctorate,Married,$80K - $120K,Blue,38,6,2,2,23836.25,1330,22660.75,1.072,837.0,15,1.172,0.053,837.0,837.0,1.072,1.072,23836.25,23836.25
0,51,M,4,Graduate,Single,$120K +,Blue,42,3,2,3,23836.25,1763,22660.75,1.201,1550.0,41,1.05,0.051,1550.0,1550.0,1.201,1.201,23836.25,23836.25
0,55,F,2,Graduate,Married,Less than $40K,Blue,42,5,3,3,2216.0,1034,1182.0,0.758,1540.0,36,0.286,0.467,1540.0,1540.0,0.758,0.758,2216.0,2216.0
0,54,M,1,Graduate,Unknown,$60K - $80K,Blue,43,4,2,3,2910.0,2030,880.0,0.769,1256.0,21,0.4,0.698,1256.0,1256.0,0.769,0.769,2910.0,2910.0
0,42,M,5,Uneducated,Married,$80K - $120K,Blue,37,6,2,2,22913.0,1528,21385.0,0.414,1394.0,35,0.522,0.067,1394.0,1394.0,0.414,0.414,22913.0,22913.0
0,44,M,1,College,Single,$60K - $80K,Blue,35,3,3,3,23836.25,1932,22380.0,1.201,1341.0,24,1.172,0.079,1341.0,1341.0,1.201,1.201,23836.25,23836.25
0,53,M,2,Graduate,Single,$80K - $120K,Blue,36,5,3,2,5272.0,1515,3757.0,0.857,1289.0,33,0.435,0.287,1289.0,1289.0,0.857,0.857,5272.0,5272.0
0,44,F,4,Graduate,Single,Less than $40K,Blue,36,6,4,2,7000.0,2517,4483.0,0.475,1112.0,23,1.172,0.36,1112.0,1112.0,0.475,0.475,7000.0,7000.0
0,37,F,3,Uneducated,Single,Less than $40K,Blue,29,4,4,2,7038.0,1801,5237.0,0.751,2339.0,57,0.966,0.256,2339.0,2339.0,0.751,0.751,7038.0,7038.0
0,49,M,3,Graduate,Divorced,$60K - $80K,Blue,30,6,1,2,2536.0,1823,713.0,0.703,1468.0,23,0.353,0.719,1468.0,1468.0,0.703,0.703,2536.0,2536.0
0,47,M,2,Graduate,Married,$80K - $120K,Blue,38,6,3,2,23836.25,1899,22660.75,0.85,1334.0,35,0.4,0.066,1334.0,1334.0,0.85,0.85,23836.25,23836.25
0,47,M,3,Graduate,Married,$60K - $80K,Blue,37,4,4,0,8567.0,1695,6872.0,1.201,1457.0,41,1.172,0.198,1457.0,1457.0,1.201,1.201,8567.0,8567.0
0,44,M,1,Unknown,Unknown,$120K +,Blue,36,6,2,2,23836.25,1533,22660.75,0.924,1603.0,29,0.526,0.044,1603.0,1603.0,0.924,0.924,23836.25,23836.25
1,55,F,4,Unknown,Married,$40K - $60K,Blue,45,2,4,3,2158.0,0,2158.0,0.585,615.0,12,0.714,0.0,615.0,615.0,0.585,0.585,2158.0,2158.0
0,59,F,1,Graduate,Married,Unknown,Blue,52,2,3,3,10133.0,1417,8716.0,0.383,1068.0,20,0.818,0.14,1068.0,1068.0,0.383,0.383,10133.0,10133.0
0,53,M,1,Graduate,Divorced,$80K - $120K,Blue,35,5,4,2,23836.25,1219,22660.75,1.129,1590.0,27,1.172,0.035,1590.0,1590.0,1.129,1.129,23836.25,23836.25
0,52,M,2,Graduate,Married,$60K - $80K,Blue,47,5,3,0,3085.0,1910,1175.0,0.921,1531.0,35,0.667,0.619,1531.0,1531.0,0.921,0.921,3085.0,3085.0
0,53,M,2,High School,Single,$120K +,Blue,35,4,2,1,19040.0,2056,16984.0,0.607,1212.0,31,0.722,0.108,1212.0,1212.0,0.607,0.607,19040.0,19040.0
0,43,F,3,Uneducated,Single,Less than $40K,Blue,35,5,2,3,4026.0,0,4026.0,0.483,1237.0,32,0.6,0.0,1237.0,1237.0,0.483,0.483,4026.0,4026.0
0,44,M,3,High School,Single,$60K - $80K,Blue,31,4,3,1,12756.0,837,11919.0,1.201,1413.0,14,1.172,0.066,1413.0,1413.0,1.201,1.201,12756.0,12756.0
0,57,M,2,Unknown,Married,$120K +,Blue,45,5,3,3,5266.0,0,5266.0,1.201,1516.0,29,1.172,0.0,1516.0,1516.0,1.201,1.201,5266.0,5266.0
0,51,F,2,High School,Single,Less than $40K,Blue,36,3,2,2,9930.0,0,9930.0,0.731,1276.0,21,1.172,0.0,1276.0,1276.0,0.731,0.731,9930.0,9930.0
0,49,M,4,High School,Single,$80K - $120K,Blue,38,4,3,0,23836.25,1953,22660.75,0.875,1564.0,35,1.172,0.062,1564.0,1564.0,0.875,0.875,23836.25,23836.25
0,45,M,1,Graduate,Single,$40K - $60K,Blue,36,4,4,3,6576.0,0,6576.0,0.579,1465.0,34,0.619,0.0,1465.0,1465.0,0.579,0.579,6576.0,6576.0
0,53,M,0,Graduate,Single,$80K - $120K,Blue,42,5,4,1,2664.0,2037,627.0,0.85,1286.0,29,0.933,0.765,1286.0,1286.0,0.85,0.85,2664.0,2664.0
0,45,F,3,Unknown,Married,Unknown,Blue,28,5,1,2,2535.0,2440,95.0,1.201,1312.0,20,1.172,0.963,1312.0,1312.0,1.201,1.201,2535.0,2535.0
0,64,M,1,Graduate,Married,Less than $40K,Blue,52,6,4,3,1709.0,895,814.0,1.201,1673.0,32,0.882,0.524,1673.0,1673.0,1.201,1.201,1709.0,1709.0
0,45,M,3,Graduate,Married,$40K - $60K,Blue,35,5,4,2,3454.0,1200,2254.0,0.597,1313.0,30,0.304,0.347,1313.0,1313.0,0.597,0.597,3454.0,3454.0
0,53,M,3,Doctorate,Married,$40K - $60K,Blue,35,5,3,2,3789.0,1706,2083.0,1.047,1609.0,42,0.68,0.45,1609.0,1609.0,1.047,1.047,3789.0,3789.0
0,56,M,3,College,Married,$120K +,Blue,50,3,2,0,9689.0,2250,7439.0,0.576,1158.0,19,0.727,0.232,1158.0,1158.0,0.576,0.576,9689.0,9689.0
1,47,M,2,Unknown,Married,$80K - $120K,Blue,37,2,3,3,5449.0,1628,3821.0,0.696,836.0,18,0.385,0.299,836.0,836.0,0.696,0.696,5449.0,5449.0
0,49,F,3,College,Single,Unknown,Blue,43,4,4,0,23032.0,1960,21072.0,0.619,1289.0,22,1.0,0.085,1289.0,1289.0,0.619,0.619,23032.0,23032.0
0,41,F,3,Unknown,Married,Unknown,Silver,34,5,3,3,23836.25,2053,22660.75,1.034,1487.0,26,0.733,0.059,1487.0,1487.0,1.034,1.034,23836.25,23836.25
0,53,M,3,Graduate,Married,$120K +,Blue,34,6,2,2,2940.0,1264,1676.0,0.562,1259.0,33,0.5,0.43,1259.0,1259.0,0.562,0.562,2940.0,2940.0
0,44,F,2,Graduate,Single,Less than $40K,Blue,32,3,3,3,3031.0,1879,1152.0,0.788,1298.0,15,1.172,0.62,1298.0,1298.0,0.788,0.788,3031.0,3031.0
0,44,M,3,High School,Unknown,$60K - $80K,Blue,25,3,3,0,1862.0,0,1862.0,0.883,1226.0,34,0.789,0.0,1226.0,1226.0,0.883,0.883,1862.0,1862.0
0,43,F,4,Post-Graduate,Married,Less than $40K,Blue,33,2,3,3,8358.0,926,7432.0,0.762,1566.0,37,0.542,0.111,1566.0,1566.0,0.762,0.762,8358.0,8358.0
0,53,M,2,Post-Graduate,Single,$120K +,Blue,36,6,1,2,23836.25,931,22660.75,0.828,1022.0,21,1.1,0.027,1022.0,1022.0,0.828,0.828,23836.25,23836.25
0,44,M,1,Uneducated,Married,$60K - $80K,Blue,36,5,2,3,14450.0,2440,12010.0,1.201,1235.0,30,0.667,0.169,1235.0,1235.0,1.201,1.201,14450.0,14450.0
0,62,F,1,Unknown,Married,Less than $40K,Blue,56,6,0,0,1438.3,0,1438.3,0.813,1951.0,44,1.095,0.0,1951.0,1951.0,0.813,0.813,1438.3,1438.3
0,54,M,4,Unknown,Divorced,$120K +,Blue,36,6,3,2,23836.25,1960,22660.75,0.618,1047.0,31,0.824,0.058,1047.0,1047.0,0.618,0.618,23836.25,23836.25
0,57,M,4,Graduate,Married,$60K - $80K,Blue,39,4,3,0,8466.0,1886,6580.0,0.56,1342.0,32,0.391,0.223,1342.0,1342.0,0.56,0.56,8466.0,8466.0
0,42,M,3,Unknown,Married,$60K - $80K,Blue,36,5,3,3,15088.0,865,14223.0,0.939,1107.0,21,1.172,0.057,1107.0,1107.0,0.939,0.939,15088.0,15088.0
0,42,M,4,High School,Divorced,$60K - $80K,Blue,36,5,1,2,3263.0,1674,1589.0,0.588,1251.0,35,0.346,0.513,1251.0,1251.0,0.588,0.588,3263.0,3263.0
0,54,F,0,Uneducated,Married,Less than $40K,Blue,36,2,2,2,1494.0,706,788.0,1.201,1305.0,24,1.172,0.473,1305.0,1305.0,1.201,1.201,1494.0,1494.0
0,48,M,3,Graduate,Single,$80K - $120K,Blue,35,6,1,0,13551.0,1294,12257.0,0.791,1388.0,37,1.056,0.095,1388.0,1388.0,0.791,0.791,13551.0,13551.0
0,49,M,1,Graduate,Single,$80K - $120K,Blue,36,6,2,2,18886.0,895,17991.0,1.201,1235.0,18,1.172,0.047,1235.0,1235.0,1.201,1.201,18886.0,18886.0
0,52,M,3,High School,Unknown,$80K - $120K,Blue,48,3,2,0,11976.0,1273,10703.0,1.024,2089.0,36,1.118,0.106,2089.0,2089.0,1.024,1.024,11976.0,11976.0
0,50,M,3,High School,Single,$80K - $120K,Blue,39,4,1,4,9964.0,1559,8405.0,1.201,1626.0,25,0.786,0.156,1626.0,1626.0,1.201,1.201,9964.0,9964.0
0,49,M,1,Doctorate,Married,$60K - $80K,Blue,36,4,6,3,23836.25,1196,22660.75,0.712,1111.0,24,1.0,0.05,1111.0,1111.0,0.712,0.712,23836.25,23836.25
0,53,F,2,High School,Married,Less than $40K,Blue,44,3,2,3,5362.0,1901,3461.0,0.816,1553.0,38,1.0,0.355,1553.0,1553.0,0.816,0.816,5362.0,5362.0
0,50,M,2,Graduate,Single,$120K +,Blue,36,3,2,2,23836.25,1023,22660.75,1.004,1064.0,13,0.625,0.03,1064.0,1064.0,1.004,1.004,23836.25,23836.25
0,55,F,1,Doctorate,Married,Less than $40K,Blue,36,4,1,0,3174.0,1951,1223.0,0.766,1243.0,29,0.611,0.615,1243.0,1243.0,0.766,0.766,3174.0,3174.0
0,53,M,1,High School,Married,$80K - $120K,Blue,47,3,2,2,12262.0,1836,10426.0,1.201,1659.0,38,1.172,0.15,1659.0,1659.0,1.201,1.201,12262.0,12262.0
0,47,F,3,High School,Single,$40K - $60K,Blue,41,4,3,3,3788.0,1540,2248.0,0.566,1594.0,47,0.382,0.407,1594.0,1594.0,0.566,0.566,3788.0,3788.0
0,55,M,2,College,Single,$120K +,Silver,42,2,3,2,23836.25,1527,22660.75,0.526,1268.0,42,0.355,0.044,1268.0,1268.0,0.526,0.526,23836.25,23836.25
0,47,M,3,Graduate,Single,$60K - $80K,Blue,36,4,2,2,2926.0,0,2926.0,0.676,1304.0,24,0.846,0.0,1304.0,1304.0,0.676,0.676,2926.0,2926.0
0,58,M,4,Graduate,Single,$120K +,Blue,52,6,1,0,23836.25,0,22660.75,0.567,1368.0,30,0.364,0.0,1368.0,1368.0,0.567,0.567,23836.25,23836.25
1,53,M,2,Graduate,Married,$80K - $120K,Blue,41,3,3,2,11669.0,2227,9442.0,0.622,720.0,23,0.353,0.191,720.0,720.0,0.622,0.622,11669.0,11669.0
0,52,M,2,High School,Single,$40K - $60K,Blue,45,3,1,2,13532.0,1300,12232.0,0.846,1521.0,29,1.172,0.096,1521.0,1521.0,0.846,0.846,13532.0,13532.0
0,50,F,1,Uneducated,Unknown,Less than $40K,Silver,36,4,2,2,11888.0,2090,9798.0,0.7,1137.0,30,0.765,0.176,1137.0,1137.0,0.7,0.7,11888.0,11888.0
0,42,F,1,Graduate,Married,Less than $40K,Blue,36,5,1,2,2393.0,1985,408.0,0.788,978.0,16,0.778,0.83,978.0,978.0,0.788,0.788,2393.0,2393.0
0,43,M,4,Unknown,Married,$40K - $60K,Blue,39,5,1,2,6111.0,2517,3594.0,0.632,1221.0,16,1.172,0.412,1221.0,1221.0,0.632,0.632,6111.0,6111.0
0,57,M,4,Graduate,Married,$80K - $120K,Blue,46,3,2,3,19270.0,1662,17608.0,1.186,1565.0,28,1.172,0.086,1565.0,1565.0,1.186,1.186,19270.0,19270.0
0,52,M,1,Graduate,Married,$80K - $120K,Blue,43,3,1,4,3710.0,2517,1193.0,1.201,1578.0,34,0.7,0.678,1578.0,1578.0,1.201,1.201,3710.0,3710.0
0,47,M,2,Doctorate,Single,Less than $40K,Blue,37,2,1,3,3235.0,797,2438.0,0.541,1493.0,32,1.0,0.246,1493.0,1493.0,0.541,0.541,3235.0,3235.0
0,44,F,3,Graduate,Single,$40K - $60K,Blue,38,3,1,0,11749.0,788,10961.0,0.688,1178.0,27,0.929,0.067,1178.0,1178.0,0.688,0.688,11749.0,11749.0
0,53,M,2,High School,Divorced,$60K - $80K,Blue,36,5,3,2,7753.0,2100,5653.0,0.839,991.0,26,0.733,0.271,991.0,991.0,0.839,0.839,7753.0,7753.0
0,45,M,4,College,Divorced,$60K - $80K,Blue,40,5,1,0,10408.0,1186,9222.0,1.201,2560.0,42,1.172,0.114,2560.0,2560.0,1.201,1.201,10408.0,10408.0
0,63,F,1,College,Married,Unknown,Blue,36,6,2,3,3967.0,1568,2399.0,1.201,1657.0,29,1.172,0.395,1657.0,1657.0,1.201,1.201,3967.0,3967.0
0,39,F,2,Post-Graduate,Single,Less than $40K,Blue,27,4,2,2,6205.0,2517,3688.0,0.939,1204.0,19,0.727,0.406,1204.0,1204.0,0.939,0.939,6205.0,6205.0
1,48,F,5,High School,Married,Less than $40K,Blue,38,1,3,3,8025.0,0,8025.0,0.654,673.0,18,0.8,0.0,673.0,673.0,0.654,0.654,8025.0,8025.0
0,51,M,1,Unknown,Single,$120K +,Blue,42,6,2,3,9036.0,2327,6709.0,0.649,1131.0,18,0.636,0.258,1131.0,1131.0,0.649,0.649,9036.0,9036.0
